8,3.0,3.64,0.89
8,4.0,17.5,0.29
9,0.0,12.51,0.58
9,1.0,1.49,0.67
9,2.0,5.95,0.81
9,3.0,2.84,0.91
9,4.0,19.08,0.29
10,0.0,9.98,0.65
10,1.0,3.59,0.68
10,2.0,4.53,0.82
10,3.0,2.26,0.91
10,4.0,12.19,0.33
11,0.0,7.13,0.67
11,1.0,6.36,0.69
11,2.0,3.67,0.82
11,3.0,1.9,0.91
11,4.0,13.5,0.37
12,0.0,6.93,0.67
12,1.0,6.59,0.69
12,2.0,3.83,0.82
12,3.0,1.98,0.91
12,4.0,13.22,0.37
1,0.0,16.15,0.14
1,1.0,28.95,0.15
1,2.0,9.15,0.19
1,3.0,10.15,0.09
1,4.0,13.05,0.09
2,0.0,15.37,0.26
2,1.0,15.23,0.27
2,2.0,14.42,0.32
2,3.0,16.21,0.24
2,4.0,16.22,0.22
3,0.0,15.47,0.33
3,1.0,15.36,0.36
3,2.0,14.3,0.39
3,3.0,11.67,0.37
3,4.0,16.39,0.23
4,0.0,14.71,0.4
4,1.0,14.14,0.45
4,2.0,13.52,0.43
4,3.0,13.88,0.58
4,4.0,16.95,0.23
5,0.0,15.15,0.54
5,1.0,13.8,0.48
5,2.0,14.35,0.5
5,3.0,10.49,0.67
5,4.0,19.41,0.23
6,0.0,9.73,0.62
6,1.0,10.92,0.52
6,2.0,14.1,0.52
6,3.0,9.47,0.74
6,4.0,21.87,0.23
7,0.0,10.54,0.65
7,1.0,13.37,0.56
7,2.0,13.39,0.61
7,3.0,7.23,0.84
7,4.0,21.57,0.23
8,0.0,10.89,0.68
8,1.0,6.23,0.61
8,2.0,12.13,0.68
8,3.0,5.13,0.87
8,4.0,24.22,0.23
9,0.0,9.72,0.7
9,1.0,11.83,0.64
9,2.0,9.76,0.71
9,3.0,4.03,0.87
9,4.0,23.26,0.23
10,0.0,9.61,0.79
10,1.0,11.29,0.65
10,2.0,9.17,0.72
10,3.0,4.21,0.87
10,4.0,24.31,0.23
11,0.0,7.13,0.82
11,1.0,11.78,0.65
11,2.0,9.46,0.72
11,3.0,4.46,0.87
11,4.0,25.77,0.23
12,0.0,6.01,0.83
12,1.0,12.04,0.65
12,2.0,9.67,0.72
12,3.0,4.56,0.87
12,4.0,26.33,0.23
1,0.0,18.0,0.08
1,1.0,31.01,0.1
1,2.0,8.5,0.04
1,3.0,9.75,0.12
1,4.0,5.95,0.05
2,0.0,14.59,0.14
2,1.0,14.34,0.18
2,2.0,15.3,0.15
2,3.0,13.98,0.21
2,4.0,15.0,0.14
3,0.0,11.85,0.22
3,1.0,14.38,0.26
3,2.0,14.85,0.2
3,3.0,13.85,0.26
3,4.0,15.03,0.16
4,0.0,13.98,0.29
4,1.0,13.33,0.35
4,2.0,14.38,0.25
4,3.0,13.23,0.36
4,4.0,15.03,0.16
5,0.0,13.93,0.35
5,1.0,12.63,0.41
5,2.0,14.58,0.29
5,3.0,12.48,0.37
5,4.0,16.33,0.16
6,0.0,13.37,0.38
6,1.0,12.13,0.41
6,2.0,14.46,0.36
6,3.0,9.65,0.44
6,4.0,17.11,0.16
7,0.0,12.72,0.44
7,1.0,12.11,0.42
7,2.0,13.17,0.42
7,3.0,11.53,0.46
7,4.0,17.18,0.16
8,0.0,12.14,0.44
8,1.0,12.5,0.45
8,2.0,12.42,0.43
8,3.0,8.4,0.52
8,4.0,18.0,0.16
9,0.0,11.87,0.45
9,1.0,11.68,0.45
9,2.0,12.01,0.45
9,3.0,10.15,0.57
9,4.0,17.76,0.16
10,0.0,12.0,0.48
10,1.0,11.98,0.45
10,2.0,11.97,0.48
10,3.0,9.29,0.57
10,4.0,18.22,0.16
11,0.0,11.49,0.48
11,1.0,12.27,0.45
11,2.0,11.52,0.48
11,3.0,9.52,0.57
11,4.0,18.66,0.16
12,0.0,11.49,0.48
12,1.0,12.27,0.45
12,2.0,11.52,0.48
12,3.0,9.52,0.57
12,4.0,18.66,0.16
1,0.0,146.2,0.13
1,1.0,208.7,0.15
1,2.0,113.91,0.11
1,3.0,109.7,0.15
1,4.0,62.8,0.07
2,0.0,127.23,0.2
2,1.0,124.22,0.24
2,2.0,129.6,0.17
2,3.0,124.75,0.26
2,4.0,135.51,0.24
3,0.0,127.01,0.29
3,1.0,121.22,0.32
3,2.0,132.77,0.23
3,3.0,121.67,0.34
3,4.0,125.68,0.32
4,0.0,121.56,0.37
4,1.0,121.87,0.38
4,2.0,131.84,0.29
4,3.0,118.46,0.4
4,4.0,116.28,0.38
5,0.0,120.92,0.41
5,1.0,119.23,0.45
5,2.0,135.51,0.46
5,3.0,115.95,0.48
5,4.0,118.4,0.48
6,0.0,125.54,0.47
6,1.0,110.77,0.49
6,2.0,121.07,0.48
6,3.0,106.49,0.53
6,4.0,115.88,0.58
7,0.0,124.6,0.54
7,1.0,121.47,0.51
7,2.0,110.55,0.56
7,3.0,111.17,0.57
7,4.0,99.62,0.65
8,0.0,116.68,0.55
8,1.0,114.47,0.54
8,2.0,116.41,0.6
8,3.0,109.17,0.63
8,4.0,85.84,0.69
9,0.0,116.2,0.62
9,1.0,126.79,0.56
9,2.0,104.38,0.66
9,3.0,99.62,0.71
9,4.0,75.72,0.71
10,0.0,113.8,0.64
10,1.0,132.93,0.6
10,2.0,98.82,0.69
10,3.0,77.15,0.76
10,4.0,82.43,0.76
11,0.0,106.74,0.65
11,1.0,121.06,0.62
11,2.0,96.9,0.73
11,3.0,72.18,0.81
11,4.0,79.43,0.77
12,0.0,106.9,0.66
12,1.0,121.82,0.64
12,2.0,80.14,0.76
12,3.0,64.9,0.88
12,4.0,71.86,0.84
